# Block Model base.csv
#   exported from Leapfrog Geo
#   encoding: UTF-8
#   rotation type: Leapfrog
#   azimuth: 0 degrees (rotate clockwise around the Z axis when looking down)
#   dip: 0 degrees (then rotate around the X' axis down from the horizontal plane)
#   pitch: 0 degrees (then rotate clockwise around the Z'' axis when looking down)
#   block size: 1000 1000 1000
#   size in blocks: 79 58 4 = 18328
#   minimum centroid: 286608.2957 5068732.802452875 -1600
#   maximum centroid: 364608.2957 5125732.802452875 1400
#   minimum corner: 286108.2957 5068232.802452875 -2100
#   maximum corner: 365108.2957 5126232.802452875 1900
Id,X,Y,Z,dX,dY,dZ,Tough react test on 12/3/2025
2382,298608.2957,5098732.802452875,-1600,1000,1000,1000,OUT
2383,299608.2957,5098732.802452875,-1600,1000,1000,1000,OUT
2384,300608.2957,5098732.802452875,-1600,1000,1000,1000,OUT
2385,301608.2957,5098732.802452875,-1600,1000,1000,1000,OUT
2386,302608.2957,5098732.802452875,-1600,1000,1000,1000,OUT
2387,303608.2957,5098732.802452875,-1600,1000,1000,1000,OUT
2388,304608.2957,5098732.802452875,-1600,1000,1000,1000,OUT
2389,305608.2957,5098732.802452875,-1600,1000,1000,1000,OUT
2390,306608.2957,5098732.802452875,-1600,1000,1000,1000,OUT
2391,307608.2957,5098732.802452875,-1600,1000,1000,1000,OUT
2392,308608.2957,5098732.802452875,-1600,1000,1000,1000,OUT
2393,309608.2957,5098732.802452875,-1600,1000,1000,1000,OUT
2394,310608.2957,5098732.802452875,-1600,1000,1000,1000,OUT
2395,311608.2957,5098732.802452875,-1600,1000,1000,1000,OUT
2396,312608.2957,5098732.802452875,-1600,1000,1000,1000,OUT
2397,313608.2957,5098732.802452875,-1600,1000,1000,1000,OUT
2398,314608.2957,5098732.802452875,-1600,1000,1000,1000,OUT
2399,315608.2957,5098732.802452875,-1600,1000,1000,1000,OUT
2400,316608.2957,5098732.802452875,-1600,1000,1000,1000,OUT
2401,317608.2957,5098732.802452875,-1600,1000,1000,1000,OUT
2402,318608.2957,5098732.802452875,-1600,1000,1000,1000,OUT
2403,319608.2957,5098732.802452875,-1600,1000,1000,1000,OUT
2404,320608.2957,5098732.802452875,-1600,1000,1000,1000,OUT
2405,321608.2957,5098732.802452875,-1600,1000,1000,1000,OUT
2406,322608.2957,5098732.802452875,-1600,1000,1000,1000,OUT
2407,323608.2957,5098732.802452875,-1600,1000,1000,1000,OUT
2408,324608.2957,5098732.802452875,-1600,1000,1000,1000,OUT
2409,325608.2957,5098732.802452875,-1600,1000,1000,1000,OUT
2410,326608.2957,5098732.802452875,-1600,1000,1000,1000,OUT
2411,327608.2957,5098732.802452875,-1600,1000,1000,1000,OUT
2412,328608.2957,5098732.802452875,-1600,1000,1000,1000,OUT
2413,329608.2957,5098732.802452875,-1600,1000,1000,1000,OUT
2414,330608.2957,5098732.802452875,-1600,1000,1000,1000,OUT
2415,331608.2957,5098732.802452875,-1600,1000,1000,1000,OUT
2416,332608.2957,5098732.802452875,-1600,1000,1000,1000,OUT
2417,333608.2957,5098732.802452875,-1600,1000,1000,1000,OUT
2418,334608.2957,5098732.802452875,-1600,1000,1000,1000,OUT
2419,335608.2957,5098732.802452875,-1600,1000,1000,1000,OUT
2420,336608.2957,5098732.802452875,-1600,1000,1000,1000,OUT
2421,337608.2957,5098732.802452875,-1600,1000,1000,1000,OUT
2422,338608.2957,5098732.802452875,-1600,1000,1000,1000,OUT
2423,339608.2957,5098732.802452875,-1600,1000,1000,1000,OUT
2424,340608.2957,5098732.802452875,-1600,1000,1000,1000,OUT
2425,341608.2957,5098732.802452875,-1600,1000,1000,1000,OUT
2426,342608.2957,5098732.802452875,-1600,1000,1000,1000,OUT
2427,343608.2957,5098732.802452875,-1600,1000,1000,1000,OUT
2428,344608.2957,5098732.802452875,-1600,1000,1000,1000,OUT
2429,345608.2957,5098732.802452875,-1600,1000,1000,1000,OUT
2430,346608.2957,5098732.802452875,-1600,1000,1000,1000,OUT
2431,347608.2957,5098732.802452875,-1600,1000,1000,1000,OUT
2432,348608.2957,5098732.802452875,-1600,1000,1000,1000,OUT
2433,349608.2957,5098732.802452875,-1600,1000,1000,1000,OUT
2434,350608.2957,5098732.802452875,-1600,1000,1000,1000,OUT
2435,351608.2957,5098732.802452875,-1600,1000,1000,1000,OUT
2436,352608.2957,5098732.802452875,-1600,1000,1000,1000,OUT
2437,353608.2957,5098732.802452875,-1600,1000,1000,1000,OUT
2438,354608.2957,5098732.802452875,-1600,1000,1000,1000,OUT
2439,355608.2957,5098732.802452875,-1600,1000,1000,1000,OUT
2440,356608.2957,5098732.802452875,-1600,1000,1000,1000,OUT
2441,357608.2957,5098732.802452875,-1600,1000,1000,1000,OUT
2442,358608.2957,5098732.802452875,-1600,1000,1000,1000,OUT
2443,359608.2957,5098732.802452875,-1600,1000,1000,1000,OUT
2444,360608.2957,5098732.802452875,-1600,1000,1000,1000,OUT
2445,361608.2957,5098732.802452875,-1600,1000,1000,1000,OUT
2446,362608.2957,5098732.802452875,-1600,1000,1000,1000,OUT
2447,363608.2957,5098732.802452875,-1600,1000,1000,1000,OUT
2448,364608.2957,5098732.802452875,-1600,1000,1000,1000,OUT
2449,286608.2957,5099732.802452875,-1600,1000,1000,1000,OUT
2450,287608.2957,5099732.802452875,-1600,1000,1000,1000,OUT
2451,288608.2957,5099732.802452875,-1600,1000,1000,1000,OUT
2452,289608.2957,5099732.802452875,-1600,1000,1000,1000,OUT
2453,290608.2957,5099732.802452875,-1600,1000,1000,1000,OUT
2454,291608.2957,5099732.802452875,-1600,1000,1000,1000,OUT
2455,292608.2957,5099732.802452875,-1600,1000,1000,1000,OUT
2456,293608.2957,5099732.802452875,-1600,1000,1000,1000,OUT
2457,294608.2957,5099732.802452875,-1600,1000,1000,1000,OUT
2458,295608.2957,5099732.802452875,-1600,1000,1000,1000,OUT
2459,296608.2957,5099732.802452875,-1600,1000,1000,1000,OUT
2460,297608.2957,5099732.802452875,-1600,1000,1000,1000,OUT
2461,298608.2957,5099732.802452875,-1600,1000,1000,1000,OUT
2462,299608.2957,5099732.802452875,-1600,1000,1000,1000,OUT
2463,300608.2957,5099732.802452875,-1600,1000,1000,1000,OUT
2464,301608.2957,5099732.802452875,-1600,1000,1000,1000,OUT
2465,302608.2957,5099732.802452875,-1600,1000,1000,1000,OUT
2466,303608.2957,5099732.802452875,-1600,1000,1000,1000,OUT
2467,304608.2957,5099732.802452875,-1600,1000,1000,1000,OUT
2468,305608.2957,5099732.802452875,-1600,1000,1000,1000,OUT
2469,306608.2957,5099732.802452875,-1600,1000,1000,1000,OUT
2470,307608.2957,5099732.802452875,-1600,1000,1000,1000,OUT
2471,308608.2957,5099732.802452875,-1600,1000,1000,1000,OUT
2472,309608.2957,5099732.802452875,-1600,1000,1000,1000,OUT
2473,310608.2957,5099732.802452875,-1600,1000,1000,1000,OUT
2474,311608.2957,5099732.802452875,-1600,1000,1000,1000,OUT
2475,312608.2957,5099732.802452875,-1600,1000,1000,1000,OUT
2476,313608.2957,5099732.802452875,-1600,1000,1000,1000,OUT
2477,314608.2957,5099732.802452875,-1600,1000,1000,1000,OUT
2478,315608.2957,5099732.802452875,-1600,1000,1000,1000,OUT
2479,316608.2957,5099732.802452875,-1600,1000,1000,1000,OUT
2480,317608.2957,5099732.802452875,-1600,1000,1000,1000,OUT
2481,318608.2957,5099732.802452875,-1600,1000,1000,1000,OUT
2482,319608.2957,5099732.802452875,-1600,1000,1000,1000,OUT
2483,320608.2957,5099732.802452875,-1600,1000,1000,1000,OUT
2484,321608.2957,5099732.802452875,-1600,1000,1000,1000,OUT
2485,322608.2957,5099732.802452875,-1600,1000,1000,1000,OUT
2486,323608.2957,5099732.802452875,-1600,1000,1000,1000,OUT
2487,324608.2957,5099732.802452875,-1600,1000,1000,1000,OUT
2488,325608.2957,5099732.802452875,-1600,1000,1000,1000,OUT
2489,326608.2957,5099732.802452875,-1600,1000,1000,1000,OUT
2490,327608.2957,5099732.802452875,-1600,1000,1000,1000,OUT
2491,328608.2957,5099732.802452875,-1600,1000,1000,1000,OUT
2492,329608.2957,5099732.802452875,-1600,1000,1000,1000,OUT
2493,330608.2957,5099732.802452875,-1600,1000,1000,1000,OUT
2494,331608.2957,5099732.802452875,-1600,1000,1000,1000,OUT
2495,332608.2957,5099732.802452875,-1600,1000,1000,1000,OUT
2496,333608.2957,5099732.802452875,-1600,1000,1000,1000,OUT
2497,334608.2957,5099732.802452875,-1600,1000,1000,1000,OUT
2498,335608.2957,5099732.802452875,-1600,1000,1000,1000,OUT
2499,336608.2957,5099732.802452875,-1600,1000,1000,1000,OUT
2500,337608.2957,5099732.802452875,-1600,1000,1000,1000,OUT
2501,338608.2957,5099732.802452875,-1600,1000,1000,1000,OUT
2502,339608.2957,5099732.802452875,-1600,1000,1000,1000,OUT
2503,340608.2957,5099732.802452875,-1600,1000,1000,1000,OUT
2504,341608.2957,5099732.802452875,-1600,1000,1000,1000,OUT
2505,342608.2957,5099732.802452875,-1600,1000,1000,1000,OUT
2506,343608.2957,5099732.802452875,-1600,1000,1000,1000,OUT
2507,344608.2957,5099732.802452875,-1600,1000,1000,1000,OUT
2508,345608.2957,5099732.802452875,-1600,1000,1000,1000,OUT
2509,346608.2957,5099732.802452875,-1600,1000,1000,1000,OUT
2510,347608.2957,5099732.802452875,-1600,1000,1000,1000,OUT
2511,348608.2957,5099732.802452875,-1600,1000,1000,1000,OUT
2512,349608.2957,5099732.802452875,-1600,1000,1000,1000,OUT
2513,350608.2957,5099732.802452875,-1600,1000,1000,1000,OUT
2514,351608.2957,5099732.802452875,-1600,1000,1000,1000,OUT
2515,352608.2957,5099732.802452875,-1600,1000,1000,1000,OUT
2516,353608.2957,5099732.802452875,-1600,1000,1000,1000,OUT
2517,354608.2957,5099732.802452875,-1600,1000,1000,1000,OUT
2518,355608.2957,5099732.802452875,-1600,1000,1000,1000,OUT
2519,356608.2957,5099732.802452875,-1600,1000,1000,1000,OUT
2520,357608.2957,5099732.802452875,-1600,1000,1000,1000,OUT
2521,358608.2957,5099732.802452875,-1600,1000,1000,1000,OUT
2522,359608.2957,5099732.802452875,-1600,1000,1000,1000,OUT
2523,360608.2957,5099732.802452875,-1600,1000,1000,1000,OUT
2524,361608.2957,5099732.802452875,-1600,1000,1000,1000,OUT
2525,362608.2957,5099732.802452875,-1600,1000,1000,1000,OUT
2526,363608.2957,5099732.802452875,-1600,1000,1000,1000,OUT
2527,364608.2957,5099732.802452875,-1600,1000,1000,1000,OUT
2528,286608.2957,5100732.802452875,-1600,1000,1000,1000,OUT
2529,287608.2957,5100732.802452875,-1600,1000,1000,1000,OUT
2530,288608.2957,5100732.802452875,-1600,1000,1000,1000,OUT
2531,289608.2957,5100732.802452875,-1600,1000,1000,1000,OUT
2532,290608.2957,5100732.802452875,-1600,1000,1000,1000,OUT
2533,291608.2957,5100732.802452875,-1600,1000,1000,1000,OUT
2534,292608.2957,5100732.802452875,-1600,1000,1000,1000,OUT
2535,293608.2957,5100732.802452875,-1600,1000,1000,1000,OUT
2536,294608.2957,5100732.802452875,-1600,1000,1000,1000,OUT
2537,295608.2957,5100732.802452875,-1600,1000,1000,1000,OUT
2538,296608.2957,5100732.802452875,-1600,1000,1000,1000,OUT
2539,297608.2957,5100732.802452875,-1600,1000,1000,1000,OUT
2540,298608.2957,5100732.802452875,-1600,1000,1000,1000,OUT
2541,299608.2957,5100732.802452875,-1600,1000,1000,1000,OUT
2542,300608.2957,5100732.802452875,-1600,1000,1000,1000,OUT
2543,301608.2957,5100732.802452875,-1600,1000,1000,1000,OUT
2544,302608.2957,5100732.802452875,-1600,1000,1000,1000,OUT
2545,303608.2957,5100732.802452875,-1600,1000,1000,1000,OUT
2546,304608.2957,5100732.802452875,-1600,1000,1000,1000,OUT
2547,305608.2957,5100732.802452875,-1600,1000,1000,1000,OUT
2548,306608.2957,5100732.802452875,-1600,1000,1000,1000,OUT
2549,307608.2957,5100732.802452875,-1600,1000,1000,1000,OUT
2550,308608.2957,5100732.802452875,-1600,1000,1000,1000,OUT
2551,309608.2957,5100732.802452875,-1600,1000,1000,1000,OUT
2552,310608.2957,5100732.802452875,-1600,1000,1000,1000,OUT
2553,311608.2957,5100732.802452875,-1600,1000,1000,1000,OUT
2554,312608.2957,5100732.802452875,-1600,1000,1000,1000,OUT
2555,313608.2957,5100732.802452875,-1600,1000,1000,1000,OUT
2556,314608.2957,5100732.802452875,-1600,1000,1000,1000,OUT
2557,315608.2957,5100732.802452875,-1600,1000,1000,1000,OUT
2558,316608.2957,5100732.802452875,-1600,1000,1000,1000,OUT
2559,317608.2957,5100732.802452875,-1600,1000,1000,1000,OUT
2560,318608.2957,5100732.802452875,-1600,1000,1000,1000,OUT
2561,319608.2957,5100732.802452875,-1600,1000,1000,1000,OUT
2562,320608.2957,5100732.802452875,-1600,1000,1000,1000,OUT
2563,321608.2957,5100732.802452875,-1600,1000,1000,1000,OUT
2564,322608.2957,5100732.802452875,-1600,1000,1000,1000,OUT
2565,323608.2957,5100732.802452875,-1600,1000,1000,1000,OUT
2566,324608.2957,5100732.802452875,-1600,1000,1000,1000,OUT
2567,325608.2957,5100732.802452875,-1600,1000,1000,1000,OUT
2568,326608.2957,5100732.802452875,-1600,1000,1000,1000,OUT
2569,327608.2957,5100732.802452875,-1600,1000,1000,1000,OUT
2570,328608.2957,5100732.802452875,-1600,1000,1000,1000,OUT
2571,329608.2957,5100732.802452875,-1600,1000,1000,1000,OUT
2572,330608.2957,5100732.802452875,-1600,1000,1000,1000,OUT
2573,331608.2957,5100732.802452875,-1600,1000,1000,1000,OUT
2574,332608.2957,5100732.802452875,-1600,1000,1000,1000,OUT
2575,333608.2957,5100732.802452875,-1600,1000,1000,1000,OUT
2576,334608.2957,5100732.802452875,-1600,1000,1000,1000,OUT
2577,335608.2957,5100732.802452875,-1600,1000,1000,1000,OUT
2578,336608.2957,5100732.802452875,-1600,1000,1000,1000,OUT
2579,337608.2957,5100732.802452875,-1600,1000,1000,1000,OUT
2580,338608.2957,5100732.802452875,-1600,1000,1000,1000,OUT
2581,339608.2957,5100732.802452875,-1600,1000,1000,1000,OUT
2582,340608.2957,5100732.802452875,-1600,1000,1000,1000,OUT
2583,341608.2957,5100732.802452875,-1600,1000,1000,1000,OUT
2584,342608.2957,5100732.802452875,-1600,1000,1000,1000,OUT
2585,343608.2957,5100732.802452875,-1600,1000,1000,1000,OUT
2586,344608.2957,5100732.802452875,-1600,1000,1000,1000,OUT
2587,345608.2957,5100732.802452875,-1600,1000,1000,1000,OUT
2588,346608.2957,5100732.802452875,-1600,1000,1000,1000,OUT
2589,347608.2957,5100732.802452875,-1600,1000,1000,1000,OUT
2590,348608.2957,5100732.802452875,-1600,1000,1000,1000,OUT
2591,349608.2957,5100732.802452875,-1600,1000,1000,1000,OUT
2592,350608.2957,5100732.802452875,-1600,1000,1000,1000,OUT
2593,351608.2957,5100732.802452875,-1600,1000,1000,1000,OUT
2594,352608.2957,5100732.802452875,-1600,1000,1000,1000,OUT
2595,353608.2957,5100732.802452875,-1600,1000,1000,1000,OUT
2596,354608.2957,5100732.802452875,-1600,1000,1000,1000,OUT
2597,355608.2957,5100732.802452875,-1600,1000,1000,1000,OUT
2598,356608.2957,5100732.802452875,-1600,1000,1000,1000,OUT
2599,357608.2957,5100732.802452875,-1600,1000,1000,1000,OUT
2600,358608.2957,5100732.802452875,-1600,1000,1000,1000,OUT
2601,359608.2957,5100732.802452875,-1600,1000,1000,1000,OUT
2602,360608.2957,5100732.802452875,-1600,1000,1000,1000,OUT
2603,361608.2957,5100732.802452875,-1600,1000,1000,1000,OUT
2604,362608.2957,5100732.802452875,-1600,1000,1000,1000,OUT
2605,363608.2957,5100732.802452875,-1600,1000,1000,1000,OUT
2606,364608.2957,5100732.802452875,-1600,1000,1000,1000,OUT
2607,286608.2957,5101732.802452875,-1600,1000,1000,1000,OUT
2608,287608.2957,5101732.802452875,-1600,1000,1000,1000,OUT
2609,288608.2957,5101732.802452875,-1600,1000,1000,1000,OUT
2610,289608.2957,5101732.802452875,-1600,1000,1000,1000,OUT
2611,290608.2957,5101732.802452875,-1600,1000,1000,1000,OUT
2612,291608.2957,5101732.802452875,-1600,1000,1000,1000,OUT
2613,292608.2957,5101732.802452875,-1600,1000,1000,1000,OUT
2614,293608.2957,5101732.802452875,-1600,1000,1000,1000,OUT
2615,294608.2957,5101732.802452875,-1600,1000,1000,1000,OUT
2616,295608.2957,5101732.802452875,-1600,1000,1000,1000,OUT
2617,296608.2957,5101732.802452875,-1600,1000,1000,1000,OUT
2618,297608.2957,5101732.802452875,-1600,1000,1000,1000,OUT
2619,298608.2957,5101732.802452875,-1600,1000,1000,1000,OUT
2620,299608.2957,5101732.802452875,-1600,1000,1000,1000,OUT
2621,300608.2957,5101732.802452875,-1600,1000,1000,1000,OUT
2622,301608.2957,5101732.802452875,-1600,1000,1000,1000,OUT
2623,302608.2957,5101732.802452875,-1600,1000,1000,1000,OUT
2624,303608.2957,5101732.802452875,-1600,1000,1000,1000,OUT
2625,304608.2957,5101732.802452875,-1600,1000,1000,1000,OUT
2626,305608.2957,5101732.802452875,-1600,1000,1000,1000,OUT
2627,306608.2957,5101732.802452875,-1600,1000,1000,1000,OUT
2628,307608.2957,5101732.802452875,-1600,1000,1000,1000,OUT
2629,308608.2957,5101732.802452875,-1600,1000,1000,1000,OUT
2630,309608.2957,5101732.802452875,-1600,1000,1000,1000,OUT
2631,310608.2957,5101732.802452875,-1600,1000,1000,1000,OUT
2632,311608.2957,5101732.802452875,-1600,1000,1000,1000,OUT
2633,312608.2957,5101732.802452875,-1600,1000,1000,1000,OUT
2634,313608.2957,5101732.802452875,-1600,1000,1000,1000,OUT
2635,314608.2957,5101732.802452875,-1600,1000,1000,1000,OUT
2636,315608.2957,5101732.802452875,-1600,1000,1000,1000,OUT
2637,316608.2957,5101732.802452875,-1600,1000,1000,1000,OUT
2638,317608.2957,5101732.802452875,-1600,1000,1000,1000,OUT
2639,318608.2957,5101732.802452875,-1600,1000,1000,1000,OUT
2640,319608.2957,5101732.802452875,-1600,1000,1000,1000,OUT
2641,320608.2957,5101732.802452875,-1600,1000,1000,1000,OUT
2642,321608.2957,5101732.802452875,-1600,1000,1000,1000,OUT
2643,322608.2957,5101732.802452875,-1600,1000,1000,1000,OUT
2644,323608.2957,5101732.802452875,-1600,1000,1000,1000,OUT
2645,324608.2957,5101732.802452875,-1600,1000,1000,1000,OUT
2646,325608.2957,5101732.802452875,-1600,1000,1000,1000,OUT
2647,326608.2957,5101732.802452875,-1600,1000,1000,1000,OUT
2648,327608.2957,5101732.802452875,-1600,1000,1000,1000,OUT
2649,328608.2957,5101732.802452875,-1600,1000,1000,1000,OUT
2650,329608.2957,5101732.802452875,-1600,1000,1000,1000,OUT
2651,330608.2957,5101732.802452875,-1600,1000,1000,1000,OUT
2652,331608.2957,5101732.802452875,-1600,1000,1000,1000,OUT
2653,332608.2957,5101732.802452875,-1600,1000,1000,1000,OUT
2654,333608.2957,5101732.802452875,-1600,1000,1000,1000,OUT
2655,334608.2957,5101732.802452875,-1600,1000,1000,1000,OUT
2656,335608.2957,5101732.802452875,-1600,1000,1000,1000,OUT
2657,336608.2957,5101732.802452875,-1600,1000,1000,1000,OUT
2658,337608.2957,5101732.802452875,-1600,1000,1000,1000,OUT
2659,338608.2957,5101732.802452875,-1600,1000,1000,1000,OUT
2660,339608.2957,5101732.802452875,-1600,1000,1000,1000,OUT
2661,340608.2957,5101732.802452875,-1600,1000,1000,1000,OUT
2662,341608.2957,5101732.802452875,-1600,1000,1000,1000,OUT
2663,342608.2957,5101732.802452875,-1600,1000,1000,1000,OUT
2664,343608.2957,5101732.802452875,-1600,1000,1000,1000,OUT
2665,344608.2957,5101732.802452875,-1600,1000,1000,1000,OUT
2666,345608.2957,5101732.802452875,-1600,1000,1000,1000,OUT
2667,346608.2957,5101732.802452875,-1600,1000,1000,1000,OUT
2668,347608.2957,5101732.802452875,-1600,1000,1000,1000,OUT
2669,348608.2957,5101732.802452875,-1600,1000,1000,1000,OUT
2670,349608.2957,5101732.802452875,-1600,1000,1000,1000,OUT
2671,350608.2957,5101732.802452875,-1600,1000,1000,1000,OUT
2672,351608.2957,5101732.802452875,-1600,1000,1000,1000,OUT
2673,352608.2957,5101732.802452875,-1600,1000,1000,1000,OUT
2674,353608.2957,5101732.802452875,-1600,1000,1000,1000,OUT
2675,354608.2957,5101732.802452875,-1600,1000,1000,1000,OUT
2676,355608.2957,5101732.802452875,-1600,1000,1000,1000,OUT
2677,356608.2957,5101732.802452875,-1600,1000,1000,1000,OUT
2678,357608.2957,5101732.802452875,-1600,1000,1000,1000,OUT
2679,358608.2957,5101732.802452875,-1600,1000,1000,1000,OUT
2680,359608.2957,5101732.802452875,-1600,1000,1000,1000,OUT
2681,360608.2957,5101732.802452875,-1600,1000,1000,1000,OUT
2682,361608.2957,5101732.802452875,-1600,1000,1000,1000,OUT
2683,362608.2957,5101732.802452875,-1600,1000,1000,1000,OUT
2684,363608.2957,5101732.802452875,-1600,1000,1000,1000,OUT
2685,364608.2957,5101732.802452875,-1600,1000,1000,1000,OUT
2686,286608.2957,5102732.802452875,-1600,1000,1000,1000,OUT
2687,287608.2957,5102732.802452875,-1600,1000,1000,1000,OUT
2688,288608.2957,5102732.802452875,-1600,1000,1000,1000,OUT
2689,289608.2957,5102732.802452875,-1600,1000,1000,1000,OUT
2690,290608.2957,5102732.802452875,-1600,1000,1000,1000,OUT
2691,291608.2957,5102732.802452875,-1600,1000,1000,1000,OUT
2692,292608.2957,5102732.802452875,-1600,1000,1000,1000,OUT
2693,293608.2957,5102732.802452875,-1600,1000,1000,1000,OUT
2694,294608.2957,5102732.802452875,-1600,1000,1000,1000,OUT
2695,295608.2957,5102732.802452875,-1600,1000,1000,1000,OUT
2696,296608.2957,5102732.802452875,-1600,1000,1000,1000,OUT
2697,297608.2957,5102732.802452875,-1600,1000,1000,1000,OUT
2698,298608.2957,5102732.802452875,-1600,1000,1000,1000,OUT
2699,299608.2957,5102732.802452875,-1600,1000,1000,1000,OUT
2700,300608.2957,5102732.802452875,-1600,1000,1000,1000,OUT
2701,301608.2957,5102732.802452875,-1600,1000,1000,1000,OUT
2702,302608.2957,5102732.802452875,-1600,1000,1000,1000,OUT
2703,303608.2957,5102732.802452875,-1600,1000,1000,1000,OUT
2704,304608.2957,5102732.802452875,-1600,1000,1000,1000,OUT
2705,305608.2957,5102732.802452875,-1600,1000,1000,1000,OUT
2706,306608.2957,5102732.802452875,-1600,1000,1000,1000,OUT
2707,307608.2957,5102732.802452875,-1600,1000,1000,1000,OUT
2708,308608.2957,5102732.802452875,-1600,1000,1000,1000,OUT
2709,309608.2957,5102732.802452875,-1600,1000,1000,1000,OUT
2710,310608.2957,5102732.802452875,-1600,1000,1000,1000,OUT
2711,311608.2957,5102732.802452875,-1600,1000,1000,1000,OUT
2712,312608.2957,5102732.802452875,-1600,1000,1000,1000,OUT
2713,313608.2957,5102732.802452875,-1600,1000,1000,1000,OUT
2714,314608.2957,5102732.802452875,-1600,1000,1000,1000,OUT
2715,315608.2957,5102732.802452875,-1600,1000,1000,1000,OUT
2716,316608.2957,5102732.802452875,-1600,1000,1000,1000,OUT
2717,317608.2957,5102732.802452875,-1600,1000,1000,1000,OUT
2718,318608.2957,5102732.802452875,-1600,1000,1000,1000,OUT
2719,319608.2957,5102732.802452875,-1600,1000,1000,1000,OUT
2720,320608.2957,5102732.802452875,-1600,1000,1000,1000,OUT
2721,321608.2957,5102732.802452875,-1600,1000,1000,1000,OUT
2722,322608.2957,5102732.802452875,-1600,1000,1000,1000,OUT
2723,323608.2957,5102732.802452875,-1600,1000,1000,1000,OUT
2724,324608.2957,5102732.802452875,-1600,1000,1000,1000,OUT
2725,325608.2957,5102732.802452875,-1600,1000,1000,1000,OUT
2726,326608.2957,5102732.802452875,-1600,1000,1000,1000,OUT
2727,327608.2957,5102732.802452875,-1600,1000,1000,1000,OUT
2728,328608.2957,5102732.802452875,-1600,1000,1000,1000,OUT
2729,329608.2957,5102732.802452875,-1600,1000,1000,1000,OUT
2730,330608.2957,5102732.802452875,-1600,1000,1000,1000,OUT
2731,331608.2957,5102732.802452875,-1600,1000,1000,1000,OUT
2732,332608.2957,5102732.802452875,-1600,1000,1000,1000,OUT
2733,333608.2957,5102732.802452875,-1600,1000,1000,1000,OUT
2734,334608.2957,5102732.802452875,-1600,1000,1000,1000,OUT
2735,335608.2957,5102732.802452875,-1600,1000,1000,1000,OUT
2736,336608.2957,5102732.802452875,-1600,1000,1000,1000,OUT
2737,337608.2957,5102732.802452875,-1600,1000,1000,1000,OUT
2738,338608.2957,5102732.802452875,-1600,1000,1000,1000,OUT
2739,339608.2957,5102732.802452875,-1600,1000,1000,1000,OUT
2740,340608.2957,5102732.802452875,-1600,1000,1000,1000,OUT
2741,341608.2957,5102732.802452875,-1600,1000,1000,1000,OUT
2742,342608.2957,5102732.802452875,-1600,1000,1000,1000,OUT
2743,343608.2957,5102732.802452875,-1600,1000,1000,1000,OUT
2744,344608.2957,5102732.802452875,-1600,1000,1000,1000,OUT
2745,345608.2957,5102732.802452875,-1600,1000,1000,1000,OUT
2746,346608.2957,5102732.802452875,-1600,1000,1000,1000,OUT
2747,347608.2957,5102732.802452875,-1600,1000,1000,1000,OUT
2748,348608.2957,5102732.802452875,-1600,1000,1000,1000,OUT
2749,349608.2957,5102732.802452875,-1600,1000,1000,1000,OUT
2750,350608.2957,5102732.802452875,-1600,1000,1000,1000,OUT
2751,351608.2957,5102732.802452875,-1600,1000,1000,1000,OUT
2752,352608.2957,5102732.802452875,-1600,1000,1000,1000,OUT
2753,353608.2957,5102732.802452875,-1600,1000,1000,1000,OUT
2754,354608.2957,5102732.802452875,-1600,1000,1000,1000,OUT
2755,355608.2957,5102732.802452875,-1600,1000,1000,1000,OUT
2756,356608.2957,5102732.802452875,-1600,1000,1000,1000,OUT
2757,357608.2957,5102732.802452875,-1600,1000,1000,1000,OUT
2758,358608.2957,5102732.802452875,-1600,1000,1000,1000,OUT
2759,359608.2957,5102732.802452875,-1600,1000,1000,1000,OUT
2760,360608.2957,5102732.802452875,-1600,1000,1000,1000,OUT
2761,361608.2957,5102732.802452875,-1600,1000,1000,1000,OUT
2762,362608.2957,5102732.802452875,-1600,1000,1000,1000,OUT
2763,363608.2957,5102732.802452875,-1600,1000,1000,1000,OUT
2764,364608.2957,5102732.802452875,-1600,1000,1000,1000,OUT
2765,286608.2957,5103732.802452875,-1600,1000,1000,1000,OUT
2766,287608.2957,5103732.802452875,-1600,1000,1000,1000,OUT
2767,288608.2957,5103732.802452875,-1600,1000,1000,1000,OUT
2768,289608.2957,5103732.802452875,-1600,1000,1000,1000,OUT
2769,290608.2957,5103732.802452875,-1600,1000,1000,1000,OUT
2770,291608.2957,5103732.802452875,-1600,1000,1000,1000,OUT
2771,292608.2957,5103732.802452875,-1600,1000,1000,1000,OUT
2772,293608.2957,5103732.802452875,-1600,1000,1000,1000,OUT
2773,294608.2957,5103732.802452875,-1600,1000,1000,1000,OUT
2774,295608.2957,5103732.802452875,-1600,1000,1000,1000,OUT
2775,296608.2957,5103732.802452875,-1600,1000,1000,1000,OUT
2776,297608.2957,5103732.802452875,-1600,1000,1000,1000,OUT
2777,298608.2957,5103732.802452875,-1600,1000,1000,1000,OUT
2778,299608.2957,5103732.802452875,-1600,1000,1000,1000,OUT
2779,300608.2957,5103732.802452875,-1600,1000,1000,1000,OUT
2780,301608.2957,5103732.802452875,-1600,1000,1000,1000,OUT
2781,302608.2957,5103732.802452875,-1600,1000,1000,1000,OUT
2782,303608.2957,5103732.802452875,-1600,1000,1000,1000,OUT
2783,304608.2957,5103732.802452875,-1600,1000,1000,1000,OUT
